Amount,Amount Paid To,Label,ToD,Date,Month,Year,Time,Mode,Notes
₹160.00,ABR CAFE AND BAKERS,Food,Night,26/01/2024,January,2024,10:10 pm,Debit,"Paid ₹160.00 to ABR CAFE AND BAKERS using Bank Account XXXXXX7517 Jan 26, 2024, 10:10:52 PM GMT+05:30"
₹50.00,BHARAT ENTERPRISES,,Night,26/01/2024,January,2024,8:24 pm,Debit,"Paid ₹50.00 to BHARAT ENTERPRISES using Bank Account XXXXXX7517 Jan 26, 2024, 8:24:33 PM GMT+05:30"
₹100.00,Gedela Ganga Bhavani,,Night,24/01/2024,January,2024,7:51 pm,Debit,"Paid ₹100.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Jan 24, 2024, 7:51:45 PM GMT+05:30"
₹956.00,MEAL MAMA,,Night,23/01/2024,January,2024,8:42 pm,Debit,"Paid ₹956.00 to MEAL MAMA using Bank Account XXXXXX7517 Jan 23, 2024, 8:42:19 PM GMT+05:30"
₹502.00,Chandigarh Dhaba,Food,Night,21/01/2024,January,2024,9:26 pm,Debit,"Paid ₹502.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Jan 21, 2024, 9:26:25 PM GMT+05:30"
₹322.00,EKART,,Afternoon,21/01/2024,January,2024,3:02 pm,Debit,"Paid ₹322.00 to EKART using Bank Account XXXXXX7517 Jan 21, 2024, 3:02:11 PM GMT+05:30"
₹40.00,Sri Subham Food Court,Food,Afternoon,21/01/2024,January,2024,12:39 pm,Debit,"Paid ₹40.00 to Sri Subham Food Court using Bank Account XXXXXX7517 Jan 21, 2024, 12:39:14 PM GMT+05:30"
₹198.00,McDonalds,,Night,20/01/2024,January,2024,7:41 pm,Debit,"Paid ₹198.00 to McDonalds using Bank Account XXXXXX7517 Jan 20, 2024, 7:41:01 PM GMT+05:30"
₹160.00,SRI MANGALI PRAKASH,,Afternoon,20/01/2024,January,2024,1:03 pm,Debit,"Paid ₹160.00 to SRI MANGALI PRAKASH using Bank Account XXXXXX7517 Jan 20, 2024, 1:03:47 PM GMT+05:30"
₹72.00,Burfi Ghar Kondapur 1,Food,Night,16/01/2024,January,2024,7:30 pm,Debit,"Paid ₹72.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Jan 16, 2024, 7:30:00 PM GMT+05:30"
₹25.00,MUKESH  YADAV,,Night,16/01/2024,January,2024,7:26 pm,Debit,"Paid ₹25.00 to MUKESH  YADAV using Bank Account XXXXXX7517 Jan 16, 2024, 7:26:41 PM GMT+05:30"
₹40.00,Gedela Ganga Bhavani,,Night,16/01/2024,January,2024,7:07 pm,Debit,"Paid ₹40.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Jan 16, 2024, 7:07:38 PM GMT+05:30"
₹160.00,ABR CAFE AND BAKERS,Food,Night,15/01/2024,January,2024,8:17 pm,Debit,"Paid ₹160.00 to ABR CAFE AND BAKERS using Bank Account XXXXXX7517 Jan 15, 2024, 8:17:43 PM GMT+05:30"
₹130.00,Sri Swetha Foods,Food,Afternoon,15/01/2024,January,2024,1:55 pm,Debit,"Paid ₹130.00 to Sri Swetha Foods using Bank Account XXXXXX7517 Jan 15, 2024, 1:55:17 PM GMT+05:30"
₹50.00,Vj77 Raghavendra Colony,,Night,13/01/2024,January,2024,8:26 pm,Debit,"Paid ₹50.00 to Vj77 Raghavendra Colony using Bank Account XXXXXX7517 Jan 13, 2024, 8:26:03 PM GMT+05:30"
₹40.00,Gedela Ganga Bhavani,,Night,13/01/2024,January,2024,7:35 pm,Debit,"Paid ₹40.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Jan 13, 2024, 7:35:47 PM GMT+05:30"
₹125.00,Khaja Miya,,Afternoon,13/01/2024,January,2024,3:28 pm,Debit,"Paid ₹125.00 to Khaja Miya using Bank Account XXXXXX7517 Jan 13, 2024, 3:28:04 PM GMT+05:30"
₹680.40,SMARTBAZAAR,,Afternoon,13/01/2024,January,2024,2:36 pm,Debit,"Paid ₹680.40 to SMARTBAZAAR using Bank Account XXXXXX7517 Jan 13, 2024, 2:36:10 PM GMT+05:30"
₹104.00,Varthya  Ravi,,Afternoon,13/01/2024,January,2024,1:57 pm,Debit,"Paid ₹104.00 to Varthya  Ravi using Bank Account XXXXXX7517 Jan 13, 2024, 1:57:24 PM GMT+05:30"
₹47.00,Burfi Ghar Kondapur 1,Food,Morning,13/01/2024,January,2024,11:53 am,Debit,"Paid ₹47.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Jan 13, 2024, 11:53:24 AM GMT+05:30"
₹177.00,SWIGGY,Food,Night,09/01/2024,January,2024,7:55 pm,Debit,"Paid ₹177.00 to SWIGGY using Bank Account XXXXXX7517 Jan 9, 2024, 7:55:01 PM GMT+05:30"
₹40.00,Gedela Ganga Bhavani,,Night,08/01/2024,January,2024,8:38 pm,Debit,"Paid ₹40.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Jan 8, 2024, 8:38:39 PM GMT+05:30"
₹20.00,PABBATHI CHANDRA SHE,,Night,07/01/2024,January,2024,7:58 pm,Debit,"Paid ₹20.00 to PABBATHI CHANDRA SHE using Bank Account XXXXXX7517 Jan 7, 2024, 7:58:48 PM GMT+05:30"
₹75.00,Burfi Ghar Kondapur 1,Food,Afternoon,07/01/2024,January,2024,12:11 pm,Debit,"Paid ₹75.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Jan 7, 2024, 12:11:40 PM GMT+05:30"
₹30.00,Gedela Ganga Bhavani,,Night,06/01/2024,January,2024,10:10 pm,Debit,"Paid ₹30.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Jan 6, 2024, 10:10:52 PM GMT+05:30"
₹155.00,SRI MANGALI PRAKASH,,Afternoon,06/01/2024,January,2024,2:57 pm,Debit,"Paid ₹155.00 to SRI MANGALI PRAKASH using Bank Account XXXXXX7517 Jan 6, 2024, 2:57:33 PM GMT+05:30"
₹200.00,WINGS FOR DREAMS,,Afternoon,06/01/2024,January,2024,2:43 pm,Debit,"Paid ₹200.00 to WINGS FOR DREAMS using Bank Account XXXXXX7517 Jan 6, 2024, 2:43:03 PM GMT+05:30"
₹158.00,VIJETHA SUPERMARKETS PVT LTD,Grocery,Night,02/01/2024,January,2024,8:22 pm,Debit,"Paid ₹158.00 to VIJETHA SUPERMARKETS PVT LTD using Bank Account XXXXXX7517 Jan 2, 2024, 8:22:16 PM GMT+05:30"
₹120.00,Gedela Ganga Bhavani,,Night,02/01/2024,January,2024,7:59 pm,Debit,"Paid ₹120.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Jan 2, 2024, 7:59:17 PM GMT+05:30"
₹20.00,Sampath K,,Afternoon,01/01/2024,January,2024,12:27 pm,Debit,"Paid ₹20.00 to Sampath K using Bank Account XXXXXX7517 Jan 1, 2024, 12:27:39 PM GMT+05:30"
₹60.00,Sri Subham Food Court,Food,Afternoon,01/01/2024,January,2024,12:21 pm,Debit,"Paid ₹60.00 to Sri Subham Food Court using Bank Account XXXXXX7517 Jan 1, 2024, 12:21:52 PM GMT+05:30"
₹117.00,Burfi Ghar Kondapur 1,Food,Afternoon,31/12/2023,December,2023,1:52 pm,Debit,"Paid ₹117.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Dec 31, 2023, 1:52:50 PM GMT+05:30"
₹10.00,Sampath K,,Night,30/12/2023,December,2023,12:12 am,Debit,"Paid ₹10.00 to Sampath K using Bank Account XXXXXX7517 Dec 30, 2023, 12:12:32 AM GMT+05:30"
₹110.00,Sri Swetha Foods,Food,Night,27/12/2023,December,2023,7:38 pm,Debit,"Paid ₹110.00 to Sri Swetha Foods using Bank Account XXXXXX7517 Dec 27, 2023, 7:38:46 PM GMT+05:30"
₹25.00,MUKESH  YADAV,,Night,26/12/2023,December,2023,7:51 pm,Debit,"Paid ₹25.00 to MUKESH  YADAV using Bank Account XXXXXX7517 Dec 26, 2023, 7:51:30 PM GMT+05:30"
₹40.00,Sri Swetha Foods,Food,Night,26/12/2023,December,2023,7:41 pm,Debit,"Paid ₹40.00 to Sri Swetha Foods using Bank Account XXXXXX7517 Dec 26, 2023, 7:41:57 PM GMT+05:30"
₹22.00,Burfi Ghar Kondapur 1,Food,Morning,24/12/2023,December,2023,11:27 am,Debit,"Paid ₹22.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Dec 24, 2023, 11:27:46 AM GMT+05:30"
₹72.00,Burfi Ghar Kondapur 1,Food,Morning,24/12/2023,December,2023,11:26 am,Debit,"Paid ₹72.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Dec 24, 2023, 11:26:08 AM GMT+05:30"
₹899.00,YOUSTA,,Morning,23/12/2023,December,2023,11:52 am,Debit,"Paid ₹899.00 to YOUSTA using Bank Account XXXXXX7517 Dec 23, 2023, 11:52:18 AM GMT+05:30"
₹100.00,Gedela Ganga Bhavani,,Night,22/12/2023,December,2023,7:57 pm,Debit,"Paid ₹100.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Dec 22, 2023, 7:57:35 PM GMT+05:30"
₹15.00,GUNDA REVATHI,,Evening,19/12/2023,December,2023,6:50 pm,Debit,"Paid ₹15.00 to GUNDA REVATHI using Bank Account XXXXXX7517 Dec 19, 2023, 6:50:40 PM GMT+05:30"
₹15.00,GUNDA REVATHI,,Evening,19/12/2023,December,2023,6:48 pm,Debit,"Paid ₹15.00 to GUNDA REVATHI using Bank Account XXXXXX7517 Dec 19, 2023, 6:48:34 PM GMT+05:30"
₹30.00,AMAN GOYAL,,Night,16/12/2023,December,2023,8:26 pm,Debit,"Paid ₹30.00 to AMAN GOYAL using Bank Account XXXXXX7517 Dec 16, 2023, 8:26:15 PM GMT+05:30"
₹60.00,Gedela Ganga Bhavani,,Night,16/12/2023,December,2023,8:02 pm,Debit,"Paid ₹60.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Dec 16, 2023, 8:02:18 PM GMT+05:30"
₹40.00,Sri Swetha Foods,Food,Afternoon,16/12/2023,December,2023,2:18 pm,Debit,"Paid ₹40.00 to Sri Swetha Foods using Bank Account XXXXXX7517 Dec 16, 2023, 2:18:55 PM GMT+05:30"
₹110.00,Gedela Ganga Bhavani,,Night,15/12/2023,December,2023,8:20 pm,Debit,"Paid ₹110.00 to Gedela Ganga Bhavani using Bank Account XXXXXX7517 Dec 15, 2023, 8:20:25 PM GMT+05:30"
₹565.00,Chandigarh Dhaba,Food,Night,10/12/2023,December,2023,9:05 pm,Debit,"Paid ₹565.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Dec 10, 2023, 9:05:02 PM GMT+05:30"
₹30.00,Inorbit Hyd P1 Bike Exit 2w,Commute,Night,10/12/2023,December,2023,8:12 pm,Debit,"Paid ₹30.00 to Inorbit Hyd P1 Bike Exit 2w using Bank Account XXXXXX7517 Dec 10, 2023, 8:12:07 PM GMT+05:30"
₹20.00,Inorbit Hyd P1 Bike Exit 2w,Commute,Night,10/12/2023,December,2023,8:11 pm,Debit,"Paid ₹20.00 to Inorbit Hyd P1 Bike Exit 2w using Bank Account XXXXXX7517 Dec 10, 2023, 8:11:47 PM GMT+05:30"
₹20.00,Sampath K,,Afternoon,10/12/2023,December,2023,12:34 pm,Debit,"Paid ₹20.00 to Sampath K using Bank Account XXXXXX7517 Dec 10, 2023, 12:34:54 PM GMT+05:30"
₹22.00,Burfi Ghar Kondapur 1,Food,Afternoon,10/12/2023,December,2023,12:25 pm,Debit,"Paid ₹22.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Dec 10, 2023, 12:25:23 PM GMT+05:30"
₹40.00,Sri Swetha Foods,Food,Afternoon,10/12/2023,December,2023,12:16 pm,Debit,"Paid ₹40.00 to Sri Swetha Foods using Bank Account XXXXXX7517 Dec 10, 2023, 12:16:16 PM GMT+05:30"
₹501.00,Chandigarh Dhaba,Food,Night,08/12/2023,December,2023,9:07 pm,Debit,"Paid ₹501.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Dec 8, 2023, 9:07:38 PM GMT+05:30"
₹422.00,Chandigarh Dhaba,Food,Night,03/12/2023,December,2023,7:58 pm,Debit,"Paid ₹422.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Dec 3, 2023, 7:58:16 PM GMT+05:30"
₹418.00,The Alley Drive-in,Food,Evening,02/12/2023,December,2023,4:24 pm,Debit,"Paid ₹418.00 to The Alley Drive-in using Bank Account XXXXXX7517 Dec 2, 2023, 4:24:43 PM GMT+05:30"
₹24.00,Manaswini Medical,,Morning,02/12/2023,December,2023,11:41 am,Debit,"Paid ₹24.00 to Manaswini Medical using Bank Account XXXXXX7517 Dec 2, 2023, 11:41:24 AM GMT+05:30"
₹29.51,Vj77 Raghavendra Colony,Grocery,Night,01/12/2023,December,2023,8:38 pm,Debit,"Paid ₹29.51 to Vj77 Raghavendra Colony using Bank Account XXXXXX7517 Dec 1, 2023, 8:38:26 PM GMT+05:30"
₹790.32,SMARTBAZAAR,,Evening,30/11/2023,November,2023,5:54 pm,Debit,"Paid ₹790.32 to SMARTBAZAAR using Bank Account XXXXXX7517 Nov 30, 2023, 5:54:47 PM GMT+05:30"
₹120.00,Ruchis Food Court,Food,Afternoon,30/11/2023,November,2023,3:49 pm,Debit,"Paid ₹120.00 to Ruchis Food Court using Bank Account XXXXXX7517 Nov 30, 2023, 3:49:38 PM GMT+05:30"
₹35.00,GUNDA REVATHI,,Afternoon,30/11/2023,November,2023,2:56 pm,Debit,"Paid ₹35.00 to GUNDA REVATHI using Bank Account XXXXXX7517 Nov 30, 2023, 2:56:22 PM GMT+05:30"
₹160.00,MURUGAN CATERING SER,Food,Night,29/11/2023,November,2023,9:23 pm,Debit,"Paid ₹160.00 to MURUGAN CATERING SER using Bank Account XXXXXX7517 Nov 29, 2023, 9:23:02 PM GMT+05:30"
₹50.00,Burfi Ghar Kondapur 1,Food,Night,29/11/2023,November,2023,9:00 pm,Debit,"Paid ₹50.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Nov 29, 2023, 9:00:04 PM GMT+05:30"
₹655.50,Rds120 Masjid Banda,Grocery,Night,27/11/2023,November,2023,8:04 pm,Debit,"Paid ₹655.50 to Rds120 Masjid Banda using Bank Account XXXXXX7517 Nov 27, 2023, 8:04:30 PM GMT+05:30"
₹462.00,Chandigarh Dhaba,Food,Night,25/11/2023,November,2023,8:00 pm,Debit,"Paid ₹462.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Nov 25, 2023, 8:00:48 PM GMT+05:30"
₹22.00,Burfi Ghar Kondapur 1,Food,Evening,25/11/2023,November,2023,6:58 pm,Debit,"Paid ₹22.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Nov 25, 2023, 6:58:45 PM GMT+05:30"
₹222.00,Jio Prepaid Recharges,Bills,Evening,25/11/2023,November,2023,6:35 pm,Debit,"Paid ₹222.00 to Jio Prepaid Recharges using Bank Account XXXXXX7517 Nov 25, 2023, 6:35:43 PM GMT+05:30"
₹902.00,NAKKA  SRILATHA,,Night,19/11/2023,November,2023,9:22 pm,Debit,"Paid ₹902.00 to NAKKA  SRILATHA using Bank Account XXXXXX7517 Nov 19, 2023, 9:22:49 PM GMT+05:30"
₹120.00,Amit Kumar Goyal,,Night,16/11/2023,November,2023,7:08 pm,Debit,"Paid ₹120.00 to Amit Kumar Goyal using Bank Account XXXXXX7517 Nov 16, 2023, 7:08:38 PM GMT+05:30"
"₹3,500.00",,,Evening,14/11/2023,November,2023,4:59 pm,Debit,"Paid ₹3500.00 using Bank Account XXXXXX7517 Nov 14, 2023, 4:59:30 PM GMT+05:30"
"₹2,999.00",Jio Prepaid Recharges,Bills,Evening,12/11/2023,November,2023,6:22 pm,Debit,"Paid ₹2999.00 to Jio Prepaid Recharges using Bank Account XXXXXX7517 Nov 12, 2023, 6:22:21 PM GMT+05:30"
₹300.00,Sk Cosmetic,,Evening,06/11/2023,November,2023,5:12 pm,Debit,"Paid ₹300.00 to Sk Cosmetic using Bank Account XXXXXX7517 Nov 6, 2023, 5:12:16 PM GMT+05:30"
₹40.00,,,Evening,06/11/2023,November,2023,5:05 pm,Debit,"Sent ₹40.00 using Bank Account XXXXXX7517 Nov 6, 2023, 5:05:10 PM GMT+05:30"
"₹71,000.00",M/S.HARSAHAIMAL SHIAMLAL JEWELLERS PVT LTD,Jewelry,Evening,06/11/2023,November,2023,4:30 pm,Debit,"Paid ₹71,000.00 to M/S.HARSAHAIMAL SHIAMLAL JEWELLERS PVT LTD   using Bank Account XXXXXX7517 Nov 6, 2023, 4:30:11 PM GMT+05:30"
"₹2,600.00",M/S.HARSAHAIMAL SHIAMLAL JEWELLERS PVT LTD,Jewelry,Afternoon,06/11/2023,November,2023,3:56 pm,Debit,"Paid ₹2600.00 to M/S.HARSAHAIMAL SHIAMLAL JEWELLERS PVT LTD   using Bank Account XXXXXX7517 Nov 6, 2023, 3:56:40 PM GMT+05:30"
₹186.00,,,Morning,04/11/2023,November,2023,7:51 am,Debit,"Paid ₹186.00 using Bank Account XXXXXX7517 Nov 4, 2023, 7:51:21 AM GMT+05:30"
₹86.00,,,Morning,02/11/2023,November,2023,10:40 am,Debit,"Paid ₹86.00 using Bank Account XXXXXX7517 Nov 2, 2023, 10:40:38 AM GMT+05:30"
₹680.00,Vislavath Mohan,,Night,02/11/2023,November,2023,4:39 am,Debit,"Paid ₹680.00 to Vislavath Mohan using Bank Account XXXXXX7517 Nov 2, 2023, 4:39:43 AM GMT+05:30"
₹20.00,Irfana Begum,Smoke,Night,01/11/2023,November,2023,9:48 pm,Debit,"Paid ₹20.00 to Irfana Begum using Bank Account XXXXXX7517 Nov 1, 2023, 9:48:00 PM GMT+05:30"
"₹1,139.00",Karachi Bakery Kondapur,Food,Night,01/11/2023,November,2023,8:55 pm,Debit,"Paid ₹1139.00 to Karachi Bakery Kondapur using Bank Account XXXXXX7517 Nov 1, 2023, 8:55:18 PM GMT+05:30"
₹551.60,Amazon Pay,,Night,30/10/2023,October,2023,7:08 pm,Debit,"Paid ₹551.60 to Amazon Pay using Bank Account XXXXXX7517 Oct 30, 2023, 7:08:06 PM GMT+05:30"
₹172.00,Burfi Ghar Kondapur 1,Food,Afternoon,29/10/2023,October,2023,12:23 pm,Debit,"Paid ₹172.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Oct 29, 2023, 12:23:04 PM GMT+05:30"
₹90.00,,,Morning,29/10/2023,October,2023,8:44 am,Debit,"Paid ₹90.00 using Bank Account XXXXXX7517 Oct 29, 2023, 8:44:38 AM GMT+05:30"
₹293.00,HOTEL MANORAMA,Food,Night,28/10/2023,October,2023,10:32 pm,Debit,"Paid ₹293.00 to HOTEL MANORAMA using Bank Account XXXXXX7517 Oct 28, 2023, 10:32:55 PM GMT+05:30"
₹20.00,TRENDSET MALL ASSOCI,Travel,Night,28/10/2023,October,2023,7:35 pm,Debit,"Paid ₹20.00 to TRENDSET MALL ASSOCI using Bank Account XXXXXX7517 Oct 28, 2023, 7:35:09 PM GMT+05:30"
₹10.00,P SARADA,,Night,28/10/2023,October,2023,7:27 pm,Debit,"Paid ₹10.00 to P SARADA using Bank Account XXXXXX7517 Oct 28, 2023, 7:27:25 PM GMT+05:30"
₹20.00,BVR MALLS PRIVATE LI,,Night,28/10/2023,October,2023,7:15 pm,Debit,"Paid ₹20.00 to BVR MALLS PRIVATE LI using Bank Account XXXXXX7517 Oct 28, 2023, 7:15:55 PM GMT+05:30"
₹149.00,Market 99 Vijaywada Pvp Square Mall,Grocery,Evening,28/10/2023,October,2023,6:59 pm,Debit,"Paid ₹149.00 to Market 99 Vijaywada Pvp Square Mall using Bank Account XXXXXX7517 Oct 28, 2023, 6:59:18 PM GMT+05:30"
₹45.00,CHANNAGIRI JANARDHAN,,Evening,28/10/2023,October,2023,5:59 pm,Debit,"Paid ₹45.00 to CHANNAGIRI JANARDHAN using Bank Account XXXXXX7517 Oct 28, 2023, 5:59:59 PM GMT+05:30"
₹20.00,Mothukuri Venkata Ramana,,Evening,28/10/2023,October,2023,5:34 pm,Debit,"Paid ₹20.00 to Mothukuri Venkata Ramana using Bank Account XXXXXX7517 Oct 28, 2023, 5:34:47 PM GMT+05:30"
₹12.00,ANUMULAPURI  ANJAIAH,,Morning,28/10/2023,October,2023,8:41 am,Debit,"Paid ₹12.00 to ANUMULAPURI  ANJAIAH using Bank Account XXXXXX7517 Oct 28, 2023, 8:41:55 AM GMT+05:30"
₹376.00,Chandigarh Dhaba,Food,Night,27/10/2023,October,2023,10:18 pm,Debit,"Paid ₹376.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Oct 27, 2023, 10:18:31 PM GMT+05:30"
₹304.00,MC DONALDS,Food,Night,26/10/2023,October,2023,10:29 pm,Debit,"Paid ₹304.00 to MC DONALDS using Bank Account XXXXXX7517 Oct 26, 2023, 10:29:06 PM GMT+05:30"
₹20.00,H  Dayanand,,Night,25/10/2023,October,2023,8:54 pm,Debit,"Paid ₹20.00 to H  Dayanand using Bank Account XXXXXX7517 Oct 25, 2023, 8:54:04 PM GMT+05:30"
₹990.00,CROSSWORD BOOKSTORES LTD,Shopping,Night,25/10/2023,October,2023,8:11 pm,Debit,"Paid ₹990.00 to CROSSWORD BOOKSTORES LTD using Bank Account XXXXXX7517 Oct 25, 2023, 8:11:39 PM GMT+05:30"
₹44.00,Rapido,Commute,Morning,24/10/2023,October,2023,8:16 am,Debit,"Paid ₹44.00 to Rapido using Bank Account XXXXXX7517 Oct 24, 2023, 8:16:42 AM GMT+05:30"
₹100.00,Sri Subham Food Court,Food,Night,22/10/2023,October,2023,7:18 pm,Debit,"Paid ₹100.00 to Sri Subham Food Court using Bank Account XXXXXX7517 Oct 22, 2023, 7:18:56 PM GMT+05:30"
₹150.00,Burfi Ghar Kondapur 1,Food,Morning,18/10/2023,October,2023,11:21 am,Debit,"Paid ₹150.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Oct 18, 2023, 11:21:45 AM GMT+05:30"
₹25.00,Burfi Ghar Kondapur 1,Food,Morning,18/10/2023,October,2023,11:13 am,Debit,"Paid ₹25.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Oct 18, 2023, 11:13:48 AM GMT+05:30"
₹178.00,Burfi Ghar Kondapur 1,Food,Morning,18/10/2023,October,2023,11:13 am,Debit,"Paid ₹178.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Oct 18, 2023, 11:13:04 AM GMT+05:30"
₹60.00,SRI SAI BALAJI FOODS,Food,Night,16/10/2023,October,2023,10:52 pm,Debit,"Paid ₹60.00 to SRI SAI BALAJI FOODS using Bank Account XXXXXX7517 Oct 16, 2023, 10:52:54 PM GMT+05:30"
₹40.00,ANIL KUMAR  CHANDESURE,,Afternoon,15/10/2023,October,2023,12:10 pm,Debit,"Paid ₹40.00 to ANIL KUMAR  CHANDESURE using Bank Account XXXXXX7517 Oct 15, 2023, 12:10:25 PM GMT+05:30"
₹180.00,Abhishek Habib,,Night,14/10/2023,October,2023,7:59 pm,Debit,"Paid ₹180.00 to Abhishek Habib using Bank Account XXXXXX7517 Oct 14, 2023, 7:59:01 PM GMT+05:30"
₹465.00,Chandigarh Dhaba,Food,Afternoon,14/10/2023,October,2023,1:49 pm,Debit,"Paid ₹465.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Oct 14, 2023, 1:49:18 PM GMT+05:30"
₹20.00,Sachin Ramdas Gaikwad,,Night,09/10/2023,October,2023,7:36 pm,Debit,"Paid ₹20.00 to Sachin Ramdas Gaikwad using Bank Account XXXXXX7517 Oct 9, 2023, 7:36:04 PM GMT+05:30"
₹462.00,Chandigarh Dhaba,Food,Night,08/10/2023,October,2023,9:57 pm,Debit,"Paid ₹462.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Oct 8, 2023, 9:57:15 PM GMT+05:30"
₹40.00,Biruda Gangaa Veera Bharathi,,Night,08/10/2023,October,2023,7:58 pm,Debit,"Paid ₹40.00 to Biruda Gangaa Veera Bharathi using Bank Account XXXXXX7517 Oct 8, 2023, 7:58:52 PM GMT+05:30"
₹704.00,EKART,Shopping,Afternoon,08/10/2023,October,2023,2:36 pm,Debit,"Paid ₹704.00 to EKART using Bank Account XXXXXX7517 Oct 8, 2023, 2:36:33 PM GMT+05:30"
"₹1,499.00",Westside,Shopping,Night,07/10/2023,October,2023,10:05 pm,Debit,"Paid ₹1499.00 to Westside using Bank Account XXXXXX7517 Oct 7, 2023, 10:05:03 PM GMT+05:30"
₹55.00,SRI MANGALI PRAKASH,,Afternoon,07/10/2023,October,2023,2:43 pm,Debit,"Paid ₹55.00 to SRI MANGALI PRAKASH using Bank Account XXXXXX7517 Oct 7, 2023, 2:43:29 PM GMT+05:30"
₹40.00,Sachin Ramdas Gaikwad,,Night,05/10/2023,October,2023,7:50 pm,Debit,"Paid ₹40.00 to Sachin Ramdas Gaikwad using Bank Account XXXXXX7517 Oct 5, 2023, 7:50:30 PM GMT+05:30"
₹20.00,Sampath K,,Night,03/10/2023,October,2023,9:43 pm,Debit,"Paid ₹20.00 to Sampath K using Bank Account XXXXXX7517 Oct 3, 2023, 9:43:08 PM GMT+05:30"
"₹1,142.91",Venkatadri Fuel Pnt Hpcl,,Night,03/10/2023,October,2023,9:24 pm,Debit,"Paid ₹1142.91 to Venkatadri Fuel Pnt Hpcl using Bank Account XXXXXX7517 Oct 3, 2023, 9:24:11 PM GMT+05:30"
₹130.00,Burfi Ghar Kondapur 1,Food,Afternoon,01/10/2023,October,2023,12:19 pm,Debit,"Paid ₹130.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Oct 1, 2023, 12:19:35 PM GMT+05:30"
₹34.00,BALAJI RAMDEV KIRANA,,Afternoon,30/09/2023,September,2023,12:28 pm,Debit,"Paid ₹34.00 to BALAJI RAMDEV KIRANA using Bank Account XXXXXX7517 Sep 30, 2023, 12:28:57 PM GMT+05:30"
₹30.00,Burfi Ghar Kondapur 1,Food,Afternoon,30/09/2023,September,2023,12:22 pm,Debit,"Paid ₹30.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Sep 30, 2023, 12:22:37 PM GMT+05:30"
₹60.00,Burfi Ghar Kondapur 1,Food,Morning,30/09/2023,September,2023,11:58 am,Debit,"Paid ₹60.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Sep 30, 2023, 11:58:43 AM GMT+05:30"
₹150.00,Burfi Ghar Kondapur 1,Food,Morning,30/09/2023,September,2023,11:58 am,Debit,"Paid ₹150.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Sep 30, 2023, 11:58:16 AM GMT+05:30"
₹60.00,Sri Swetha Foods,Food,Evening,26/09/2023,September,2023,6:34 pm,Debit,"Paid ₹60.00 to Sri Swetha Foods using Bank Account XXXXXX7517 Sep 26, 2023, 6:34:57 PM GMT+05:30"
₹135.00,Katroth Surya,,Evening,24/09/2023,September,2023,4:33 pm,Debit,"Paid ₹135.00 to Katroth Surya using Bank Account XXXXXX7517 Sep 24, 2023, 4:33:12 PM GMT+05:30"
"₹1,454.95",SMARTBAZAAR,Grocery,Evening,24/09/2023,September,2023,4:05 pm,Debit,"Paid ₹1454.95 to SMARTBAZAAR using Bank Account XXXXXX7517 Sep 24, 2023, 4:05:24 PM GMT+05:30"
"₹1,708.00",Max Retail,Shopping,Afternoon,24/09/2023,September,2023,3:21 pm,Debit,"Paid ₹1708.00 to Max Retail using Bank Account XXXXXX7517 Sep 24, 2023, 3:21:41 PM GMT+05:30"
